Word1,Word2,GloVe Cosine Similarity
myocardial,endoscopy,0.26321033
myocardial,intubation,-0.17941591
myocardial,dialysis,-0.094539605
myocardial,pacemaker,0.13713695
myocardial,hysterectomy,0.066535264
myocardial,cataract,0.0020446286
myocardial,bypass,0.15430556
myocardial,thoracentesis,-0.03357011
myocardial,biopsy,0.118139625
myocardial,scan,0.24037662
myocardial,colonoscopy,0.20591815
heart,insertion,-0.10050931
heart,stent,0.24648927
heart,lumbar,0.1780205
heart,endoscopy,0.20095193
heart,intubation,0.10433354
heart,dialysis,0.23266278
heart,pacemaker,0.3978277
heart,hysterectomy,-0.038117465
heart,cataract,-0.017680235
heart,bypass,0.09733291
heart,thoracentesis,0.035799064
heart,biopsy,0.20394468
heart,scan,0.40967962
heart,colonoscopy,0.32880595
pneumonia,insertion,-0.18065694
pneumonia,stent,0.063612595
pneumonia,lumbar,0.11322921
pneumonia,endoscopy,0.06516782
pneumonia,intubation,0.30797732
pneumonia,dialysis,0.20623182
pneumonia,pacemaker,0.12477805
pneumonia,hysterectomy,-0.024816334
pneumonia,cataract,-0.10465805
pneumonia,bypass,-0.10020776
pneumonia,thoracentesis,0.25342965
pneumonia,biopsy,0.25670317
pneumonia,scan,0.40596315
pneumonia,colonoscopy,0.17142235
alzheimer,insertion,-0.019850528
alzheimer,stent,0.1087275
alzheimer,lumbar,0.23857673
alzheimer,endoscopy,0.0047288476
alzheimer,intubation,-0.104192555
alzheimer,dialysis,0.04694514
alzheimer,pacemaker,0.2456142
alzheimer,hysterectomy,-0.030393966
alzheimer,cataract,0.23108347
alzheimer,bypass,0.032682393
alzheimer,thoracentesis,-0.13119917
alzheimer,biopsy,0.09674103
alzheimer,scan,-0.073156826
alzheimer,colonoscopy,-0.0036053988
diabetes,insertion,-0.1356747
diabetes,stent,0.14119057
diabetes,lumbar,0.1288098
diabetes,endoscopy,0.06108017
diabetes,intubation,0.16769524
diabetes,dialysis,0.37121958
diabetes,pacemaker,0.30165416
diabetes,hysterectomy,0.09516345
diabetes,cataract,0.12972817
diabetes,bypass,0.15328676
diabetes,thoracentesis,-0.02425642
diabetes,biopsy,0.16312331
diabetes,scan,0.07576774
diabetes,colonoscopy,0.2401341
hypertension,insertion,-0.18770473
hypertension,stent,0.1254717
hypertension,lumbar,0.3294364
hypertension,endoscopy,0.0030935754
hypertension,intubation,0.18699059
hypertension,dialysis,0.26023275
hypertension,pacemaker,0.2909128
hypertension,hysterectomy,0.13343889
hypertension,cataract,0.10870801
hypertension,bypass,0.19003715
hypertension,thoracentesis,-0.029863331
hypertension,biopsy,0.17269796
hypertension,scan,0.03074003
hypertension,colonoscopy,0.18550974
asthma,insertion,-0.06218866
asthma,stent,0.19967829
asthma,lumbar,0.2736315
asthma,endoscopy,-0.00021541597
asthma,intubation,0.109526075
asthma,dialysis,0.33991367
asthma,pacemaker,0.34199923
asthma,hysterectomy,0.3277307
asthma,cataract,0.24280694
asthma,bypass,0.21230482
asthma,thoracentesis,-0.038482733
asthma,biopsy,0.098679
asthma,scan,-0.033543933
asthma,colonoscopy,0.17530324
sepsis,insertion,-0.047234237
sepsis,stent,0.20224872
sepsis,lumbar,0.12778834
sepsis,endoscopy,-0.008932048
sepsis,intubation,0.3921593
sepsis,dialysis,0.16714774
sepsis,pacemaker,0.46780205
sepsis,hysterectomy,-0.08787659
sepsis,cataract,-0.14198412
sepsis,bypass,-0.048714194
sepsis,thoracentesis,0.122077174
sepsis,biopsy,-0.02057416
sepsis,scan,0.18743712
sepsis,colonoscopy,0.11980102
stroke,insertion,-0.08727928
stroke,stent,0.21550326
stroke,lumbar,0.13659212
stroke,endoscopy,0.3050427
stroke,intubation,-0.021217726
stroke,dialysis,0.27188396
stroke,pacemaker,0.1739854
stroke,hysterectomy,0.2888031
stroke,cataract,0.26971465
stroke,bypass,0.16795449
stroke,thoracentesis,-0.080565095
stroke,biopsy,0.023452165
stroke,scan,0.19734879
stroke,colonoscopy,0.27443078
anemia,insertion,-0.109587856
anemia,stent,-0.09866579
anemia,lumbar,0.20246153
anemia,endoscopy,0.022044687
anemia,intubation,0.09711325
anemia,dialysis,0.30581048
anemia,pacemaker,0.20594776
anemia,hysterectomy,0.08359203
anemia,cataract,-0.10169555
anemia,bypass,0.049735323
anemia,thoracentesis,-0.02438478
anemia,biopsy,0.21258357
anemia,scan,0.20218499
anemia,colonoscopy,0.32414028
schizophrenia,protein,-0.15805197
schizophrenia,thyroid,0.26359335
schizophrenia,lipid,0.15942462
schizophrenia,acid,-0.2017876
schizophrenia,bilirubin,-0.056226186
schizophrenia,gas,0.033645254
schizophrenia,test,-0.056798473
schizophrenia,count,-0.16660245
schizophrenia,kidney,0.2339084
schizophrenia,panel,0.026246833
schizophrenia,complete,-0.2130937
schizophrenia,coagulation,-0.10945813
schizophrenia,lactic,0.17176612
schizophrenia,glucose,-0.121253945
cancer,protein,-0.20866448
cancer,thyroid,0.50245965
cancer,lipid,-0.12204891
cancer,acid,-0.07032007
cancer,bilirubin,-0.19765194
cancer,gas,-0.020920375
cancer,test,0.16492763
cancer,count,0.07614488
cancer,kidney,0.5010025
cancer,panel,0.04838253
cancer,complete,-0.021369157
cancer,coagulation,-0.053188488
cancer,lactic,-0.16845393
cancer,glucose,-0.053192258
myocardial,protein,-0.11339931
myocardial,thyroid,0.32204697
myocardial,lipid,0.045654163
myocardial,acid,-0.10025316
myocardial,bilirubin,-0.1263258
myocardial,gas,0.20207267
myocardial,test,0.23743293
myocardial,count,-0.17309146
myocardial,kidney,0.40953615
myocardial,panel,-0.12241732
myocardial,complete,-0.098208174
myocardial,coagulation,-0.02616686
myocardial,lactic,0.0559066
myocardial,glucose,-0.18114147
heart,protein,0.056825396
heart,thyroid,0.21148047
heart,lipid,-0.012595856
heart,acid,0.017728604
heart,bilirubin,0.1427716
heart,gas,0.21982425
heart,test,0.2809632
heart,count,0.119439855
heart,kidney,0.54664767
heart,panel,-0.027241262
heart,complete,0.18219486
heart,coagulation,-0.16736847
heart,lactic,0.077675596
heart,glucose,0.13562477
pneumonia,protein,-0.06038958
pneumonia,thyroid,0.120404206
pneumonia,lipid,-0.08880767
pneumonia,acid,-0.07591561
pneumonia,bilirubin,-0.08113311
pneumonia,gas,0.12976244
pneumonia,test,0.075140685
pneumonia,count,0.12705424
pneumonia,kidney,0.41285545
pneumonia,panel,0.023824982
pneumonia,complete,0.12745026
pneumonia,coagulation,-0.08859512
pneumonia,lactic,0.18301876
pneumonia,glucose,0.0499625
alzheimer,protein,-0.078094795
alzheimer,thyroid,-0.10567567
alzheimer,lipid,-0.16528617
alzheimer,acid,-0.036445837
alzheimer,bilirubin,-0.057445824
alzheimer,gas,0.0056945267
alzheimer,test,-0.1762446
alzheimer,count,0.030781565
alzheimer,kidney,0.21311621
alzheimer,panel,-0.1595703
alzheimer,complete,-0.14536269
alzheimer,coagulation,0.028300948
alzheimer,lactic,-0.11486343
alzheimer,glucose,-0.10402203
diabetes,protein,-0.028658032
diabetes,thyroid,0.3216696
diabetes,lipid,-0.11702845
diabetes,acid,0.0998687
diabetes,bilirubin,0.026402162
diabetes,gas,0.10040239
diabetes,test,0.09034872
diabetes,count,0.03018101
diabetes,kidney,0.6301029
diabetes,panel,-0.066281
diabetes,complete,0.16432326
diabetes,coagulation,-0.20109904
diabetes,lactic,-0.015094805
diabetes,glucose,0.031340193
hypertension,protein,-0.081341475
hypertension,thyroid,0.3099558
hypertension,lipid,-0.062275864
hypertension,acid,0.22492288
hypertension,bilirubin,-0.11883585
hypertension,gas,0.14312989
hypertension,test,-0.0110824285
hypertension,count,0.07134141
hypertension,kidney,0.5704985
hypertension,panel,-0.06678263
hypertension,complete,0.30473313
hypertension,coagulation,-0.104899004
hypertension,lactic,-0.11022125
hypertension,glucose,-0.018090801
asthma,protein,-0.049951706
asthma,thyroid,0.24670638
asthma,lipid,-0.19393347
asthma,acid,0.05266234
asthma,bilirubin,-0.096322104
asthma,gas,-0.027540518
asthma,test,-0.06846865
asthma,count,-0.11773055
asthma,kidney,0.46291593
asthma,panel,-0.104060896
asthma,complete,0.25263643
asthma,coagulation,-0.09937315
asthma,lactic,0.0711552
asthma,glucose,-0.15241314
sepsis,protein,-0.0879413
sepsis,thyroid,-0.005878347
sepsis,lipid,-0.13834234
sepsis,acid,0.05370035
sepsis,bilirubin,-0.26570126
sepsis,gas,0.14572443
sepsis,test,0.010975591
sepsis,count,-0.11483575
sepsis,kidney,0.38539153
sepsis,panel,0.11420203
sepsis,complete,0.016569903
sepsis,coagulation,0.08727127
sepsis,lactic,0.472124
sepsis,glucose,-0.16042487
stroke,protein,-0.119135916
stroke,thyroid,0.36190042
stroke,lipid,-0.106150374
stroke,acid,0.050341338
stroke,bilirubin,-0.13149135
stroke,gas,0.014971926
stroke,test,0.12565784
stroke,count,-0.104186274
stroke,kidney,0.4521834
stroke,panel,-0.25892138
stroke,complete,-0.059707772
stroke,coagulation,-0.0016808634
stroke,lactic,-0.0032195738
stroke,glucose,-0.012095831
anemia,protein,-0.026085658
anemia,thyroid,0.26091656
anemia,lipid,-0.1633769
anemia,acid,0.122518554
anemia,bilirubin,-0.111500084
anemia,gas,0.056856178
anemia,test,0.15320432
anemia,count,0.22707964
anemia,kidney,0.53985626
anemia,panel,0.17390957
anemia,complete,0.14626983
anemia,coagulation,0.101704516
anemia,lactic,-0.062451996
anemia,glucose,0.06402629
diazepam,insertion,-0.027171573
diazepam,stent,0.13302226
diazepam,lumbar,0.016016971
diazepam,endoscopy,0.016329443
diazepam,intubation,0.28191596
diazepam,dialysis,0.17855018
diazepam,pacemaker,0.12362488
diazepam,hysterectomy,0.13907808
diazepam,cataract,-0.030719535
diazepam,bypass,-0.07181328
diazepam,thoracentesis,0.10398308
diazepam,biopsy,-0.055279247
diazepam,scan,-0.12023344
diazepam,colonoscopy,0.108784765
aspirin,insertion,-0.09754041
aspirin,stent,0.073244154
aspirin,lumbar,0.055718824
aspirin,endoscopy,0.12515785
aspirin,intubation,-0.046271354
aspirin,dialysis,0.32990146
aspirin,pacemaker,-0.11111134
aspirin,hysterectomy,0.079145655
aspirin,cataract,0.1479649
aspirin,bypass,0.01807706
aspirin,thoracentesis,-0.12301571
aspirin,biopsy,0.058199883
aspirin,scan,0.123176955
aspirin,colonoscopy,0.070285276
warfarin,insertion,-0.14518206
warfarin,stent,0.06678498
warfarin,lumbar,0.0026674918
warfarin,endoscopy,-0.008895714
warfarin,intubation,0.07129736
warfarin,dialysis,0.28333136
warfarin,pacemaker,0.019590288
warfarin,hysterectomy,-0.05813012
warfarin,cataract,-0.16085424
warfarin,bypass,-0.0011376266
warfarin,thoracentesis,-0.14359224
warfarin,biopsy,0.027251491
warfarin,scan,0.06410629
warfarin,colonoscopy,0.0963681
insulin,insertion,0.027077613
insulin,stent,0.23790114
insulin,lumbar,-0.1187674
insulin,endoscopy,0.0968835
insulin,intubation,0.06813462
insulin,dialysis,0.38284898
insulin,pacemaker,0.118191466
insulin,hysterectomy,0.06704849
insulin,cataract,0.03815862
insulin,bypass,0.096386455
insulin,thoracentesis,-0.14998995
insulin,biopsy,0.07375118
insulin,scan,-0.03348121
insulin,colonoscopy,0.093044244
metformin,insertion,-0.07051308
metformin,stent,0.08816005
metformin,lumbar,-0.06662806
metformin,endoscopy,0.05419436
metformin,intubation,0.06813432
metformin,dialysis,0.47937483
metformin,pacemaker,-0.014217741
metformin,hysterectomy,0.054639973
metformin,cataract,-0.010244093
metformin,bypass,-0.053658225
metformin,thoracentesis,0.021740213
metformin,biopsy,0.11220582
metformin,scan,0.095377095
metformin,colonoscopy,0.009330259
clopidogrel,insertion,-0.13235882
clopidogrel,stent,0.049784172
clopidogrel,lumbar,-0.1115416
clopidogrel,endoscopy,-0.10582998
clopidogrel,intubation,-0.005628014
clopidogrel,dialysis,0.24376968
clopidogrel,pacemaker,-0.16474022
clopidogrel,hysterectomy,-0.120068684
clopidogrel,cataract,-0.08255485
clopidogrel,bypass,-0.012990864
clopidogrel,thoracentesis,-0.005892653
clopidogrel,biopsy,-0.05249329
clopidogrel,scan,-0.019399641
clopidogrel,colonoscopy,-0.04790604
atorvastatin,insertion,-0.20430145
atorvastatin,stent,0.11520911
atorvastatin,lumbar,-0.07011786
atorvastatin,endoscopy,-0.19616307
atorvastatin,intubation,-0.012494391
atorvastatin,dialysis,0.29810154
atorvastatin,pacemaker,-0.06708484
atorvastatin,hysterectomy,-0.09301701
atorvastatin,cataract,-0.077092074
atorvastatin,bypass,0.026589317
atorvastatin,thoracentesis,-0.052433025
atorvastatin,biopsy,-0.020387817
atorvastatin,scan,-0.08143533
atorvastatin,colonoscopy,-0.0681995
prednisone,insertion,0.01886715
prednisone,stent,0.1805681
prednisone,lumbar,0.16111128
prednisone,endoscopy,-0.03243806
prednisone,intubation,0.25090376
prednisone,dialysis,0.4410595
prednisone,pacemaker,0.0072898506
prednisone,hysterectomy,-0.053591806
prednisone,cataract,-0.14325914
prednisone,bypass,0.029953446
prednisone,thoracentesis,-0.13393027
prednisone,biopsy,0.061768625
prednisone,scan,0.052050535
prednisone,colonoscopy,0.05537999
heparin,insertion,0.0029185812
heparin,stent,0.20844838
heparin,lumbar,-0.17507152
heparin,endoscopy,0.15732957
heparin,intubation,0.20055933
heparin,dialysis,0.3715178
heparin,pacemaker,0.09014763
heparin,hysterectomy,0.068921745
heparin,cataract,-0.053624704
heparin,bypass,-0.046044085
heparin,thoracentesis,0.07343698
heparin,biopsy,0.026932973
heparin,scan,0.08525903
heparin,colonoscopy,0.17882726
ciprofloxacin,insertion,0.008507378
ciprofloxacin,stent,0.29823506
ciprofloxacin,lumbar,-0.02047243
ciprofloxacin,endoscopy,0.036710437
ciprofloxacin,intubation,0.21284379
ciprofloxacin,dialysis,0.42417225
ciprofloxacin,pacemaker,0.051602263
ciprofloxacin,hysterectomy,-0.110390574
ciprofloxacin,cataract,-0.09843909
ciprofloxacin,bypass,0.16062655
ciprofloxacin,thoracentesis,-0.013417247
ciprofloxacin,biopsy,0.24979804
ciprofloxacin,scan,0.08791445
ciprofloxacin,colonoscopy,0.0064153443
diazepam,protein,-0.043505583
diazepam,thyroid,0.10629969
diazepam,lipid,-0.11286162
diazepam,acid,0.3843435
diazepam,bilirubin,0.020366585
diazepam,gas,0.34202477
diazepam,test,0.1647324
diazepam,count,-0.20360671
diazepam,kidney,0.017662203
diazepam,panel,-0.1027214
diazepam,complete,0.30184418
diazepam,coagulation,-0.052288048
diazepam,lactic,0.30732667
diazepam,glucose,-0.077486046
aspirin,protein,-0.043533668
aspirin,thyroid,0.2832406
aspirin,lipid,-0.08418402
aspirin,acid,0.51981187
aspirin,bilirubin,0.022809442
aspirin,gas,0.2233157
aspirin,test,0.12537669
aspirin,count,0.15664609
aspirin,kidney,0.22754715
aspirin,panel,-0.07794631
aspirin,complete,0.6057157
aspirin,coagulation,0.12134293
aspirin,lactic,-0.11208728
aspirin,glucose,0.1953596
warfarin,protein,0.031926654
warfarin,thyroid,0.27088842
warfarin,lipid,-0.08920576
warfarin,acid,0.37836057
warfarin,bilirubin,-0.062475998
warfarin,gas,0.10754664
warfarin,test,0.16726896
warfarin,count,0.13609718
warfarin,kidney,0.23721631
warfarin,panel,0.09220806
warfarin,complete,0.46646836
warfarin,coagulation,-0.020916907
warfarin,lactic,0.13584374
warfarin,glucose,0.11562105
insulin,protein,0.11585555
insulin,thyroid,0.086411424
insulin,lipid,-0.1299804
insulin,acid,0.15484016
insulin,bilirubin,0.0695281
insulin,gas,0.2651597
insulin,test,0.28162563
insulin,count,-0.0075414423
insulin,kidney,0.34935188
insulin,panel,-0.10947292
insulin,complete,0.34912118
insulin,coagulation,-0.18516394
insulin,lactic,0.049536634
insulin,glucose,0.07950431
metformin,protein,0.039721906
metformin,thyroid,0.31971622
metformin,lipid,-0.05012411
metformin,acid,0.45534238
metformin,bilirubin,0.060914792
metformin,gas,0.11566385
metformin,test,0.19146796
metformin,count,0.095510356
metformin,kidney,0.24599525
metformin,panel,0.021813564
metformin,complete,0.42956856
metformin,coagulation,0.08362572
metformin,lactic,0.14784332
metformin,glucose,0.18623589
clopidogrel,protein,0.032285407
clopidogrel,thyroid,0.1333258
clopidogrel,lipid,0.03949916
clopidogrel,acid,0.41723505
clopidogrel,bilirubin,0.06128517
clopidogrel,gas,0.2481736
clopidogrel,test,-0.06917018
clopidogrel,count,0.038706798
clopidogrel,kidney,0.050852284
clopidogrel,panel,0.04558935
clopidogrel,complete,0.49763384
clopidogrel,coagulation,-0.00075511413
clopidogrel,lactic,0.14013112
clopidogrel,glucose,0.19587047
atorvastatin,protein,-0.011966628
atorvastatin,thyroid,0.15127277
atorvastatin,lipid,-0.040258013
atorvastatin,acid,0.5656342
atorvastatin,bilirubin,-0.014287045
atorvastatin,gas,0.23252158
atorvastatin,test,-0.05325728
atorvastatin,count,0.11675343
atorvastatin,kidney,0.19502512
atorvastatin,panel,0.022465685
atorvastatin,complete,0.58382183
atorvastatin,coagulation,0.06587323
atorvastatin,lactic,-0.013602634
atorvastatin,glucose,0.12935062
prednisone,protein,0.016236005
prednisone,thyroid,0.1437165
prednisone,lipid,-0.1458877
prednisone,acid,0.35068265
prednisone,bilirubin,-0.020165885
prednisone,gas,0.23646466
prednisone,test,0.04533844
prednisone,count,-0.0764394
prednisone,kidney,0.17451689
prednisone,panel,0.04037244
prednisone,complete,0.5760194
prednisone,coagulation,0.037163787
prednisone,lactic,0.19216242
prednisone,glucose,-0.019988526
heparin,protein,0.13435349
heparin,thyroid,0.08115547
heparin,lipid,-0.07372164
heparin,acid,0.21795723
heparin,bilirubin,0.013555129
heparin,gas,0.18795304
heparin,test,0.32612485
heparin,count,0.1337716
heparin,kidney,0.097489916
heparin,panel,0.005393626
heparin,complete,0.17519149
heparin,coagulation,0.113883875
heparin,lactic,0.08923126
heparin,glucose,0.1802847
ciprofloxacin,protein,0.009983811
ciprofloxacin,thyroid,0.13153404
ciprofloxacin,lipid,0.045423012
ciprofloxacin,acid,0.41372418
ciprofloxacin,bilirubin,0.05945643
ciprofloxacin,gas,0.12088559
ciprofloxacin,test,0.09851152
ciprofloxacin,count,0.2216603
ciprofloxacin,kidney,-0.037948493
ciprofloxacin,panel,0.2213458
ciprofloxacin,complete,0.44372872
ciprofloxacin,coagulation,0.21396723
ciprofloxacin,lactic,-0.037230734
ciprofloxacin,glucose,0.13260886
insertion,protein,0.024466174
insertion,thyroid,-0.0731858
insertion,lipid,0.013263164
insertion,acid,-0.07348206
insertion,bilirubin,0.038529366
insertion,gas,0.15056926
insertion,test,0.014388713
insertion,count,-0.02062106
insertion,kidney,-0.08362488
insertion,panel,-0.025543228
insertion,complete,0.057265345
insertion,coagulation,-0.017976014
insertion,lactic,-0.16635928
insertion,glucose,-0.1511409
stent,protein,0.05010758
stent,thyroid,0.1547326
stent,lipid,0.050236866
stent,acid,0.01142811
stent,bilirubin,-0.026444068
stent,gas,0.052256487
stent,test,0.07982821
stent,count,0.046478275
stent,kidney,0.14264812
stent,panel,0.14608862
stent,complete,0.22524108
stent,coagulation,0.0642717
stent,lactic,-0.07181418
stent,glucose,-0.14442833
lumbar,protein,0.0992492
lumbar,thyroid,0.13492833
lumbar,lipid,-0.08819569
lumbar,acid,0.02241456
lumbar,bilirubin,-0.0014845208
lumbar,gas,0.030700829
lumbar,test,0.04805954
lumbar,count,0.09466928
lumbar,kidney,0.10062808
lumbar,panel,0.103951864
lumbar,complete,0.22450201
lumbar,coagulation,0.22569312
lumbar,lactic,-0.03808033
lumbar,glucose,-0.04495683
endoscopy,protein,0.11165874
endoscopy,thyroid,0.34352
endoscopy,lipid,0.059311215
endoscopy,acid,-0.21024339
endoscopy,bilirubin,0.12120902
endoscopy,gas,0.010786011
endoscopy,test,0.23641737
endoscopy,count,-0.06229445
endoscopy,kidney,0.13755953
endoscopy,panel,0.06601348
endoscopy,complete,-0.12482971
endoscopy,coagulation,0.14148606
endoscopy,lactic,0.07421497
endoscopy,glucose,0.119335905
intubation,protein,0.13446403
intubation,thyroid,-0.100343905
intubation,lipid,0.21524748
intubation,acid,-0.19913177
intubation,bilirubin,0.10920146
intubation,gas,0.040974304
intubation,test,-0.019902935
intubation,count,-0.0012749081
intubation,kidney,-0.029229194
intubation,panel,0.18563193
intubation,complete,-0.007901335
intubation,coagulation,0.14620718
intubation,lactic,0.35586727
intubation,glucose,0.014438765
dialysis,protein,0.1348132
dialysis,thyroid,0.18435279
dialysis,lipid,-0.0063334256
dialysis,acid,0.08800129
dialysis,bilirubin,0.1599406
dialysis,gas,-0.1331708
dialysis,test,0.073006995
dialysis,count,0.26239875
dialysis,kidney,0.35639045
dialysis,panel,0.07329628
dialysis,complete,0.2489144
dialysis,coagulation,0.043975536
dialysis,lactic,0.031508826
dialysis,glucose,0.15500994
pacemaker,protein,0.0424369
pacemaker,thyroid,0.05059877
pacemaker,lipid,0.1182769
pacemaker,acid,0.053506196
pacemaker,bilirubin,0.045184806
pacemaker,gas,0.07389366
pacemaker,test,0.038705975
pacemaker,count,-0.027855912
pacemaker,kidney,0.25903985
pacemaker,panel,0.19394761
pacemaker,complete,-0.08544442
pacemaker,coagulation,0.029743696
pacemaker,lactic,0.2974489
pacemaker,glucose,-0.16068971
hysterectomy,protein,0.0814236
hysterectomy,thyroid,0.30376753
hysterectomy,lipid,0.0022150164
hysterectomy,acid,-0.24368267
hysterectomy,bilirubin,0.023417918
hysterectomy,gas,-0.1258591
hysterectomy,test,0.0448649
hysterectomy,count,-0.13827597
hysterectomy,kidney,0.10394338
hysterectomy,panel,-0.21590683
hysterectomy,complete,0.0118033625
hysterectomy,coagulation,0.043195512
hysterectomy,lactic,-0.029538652
hysterectomy,glucose,0.053265195
cataract,protein,-0.012560539
cataract,thyroid,0.036481332
cataract,lipid,-0.09946403
cataract,acid,-0.13092586
cataract,bilirubin,0.050837487
cataract,gas,-0.14756435
cataract,test,-0.14131787
cataract,count,-0.07964802
cataract,kidney,0.14585772
cataract,panel,-0.2690182
cataract,complete,-0.028993687
cataract,coagulation,0.025343666
cataract,lactic,-0.22458169
cataract,glucose,-0.09042377
bypass,protein,0.102314055
bypass,thyroid,0.25840345
bypass,lipid,0.2014888
bypass,acid,-0.0033548868
bypass,bilirubin,0.073004425
bypass,gas,0.063787155
bypass,test,-0.113958225
bypass,count,-0.14391999
bypass,kidney,0.20434159
bypass,panel,0.14116794
bypass,complete,0.2923425
bypass,coagulation,0.09709753
bypass,lactic,-0.1752366
bypass,glucose,-0.25604948
thoracentesis,protein,0.09061097
thoracentesis,thyroid,0.04574806
thoracentesis,lipid,0.22585048
thoracentesis,acid,-0.12330491
thoracentesis,bilirubin,0.108762056
thoracentesis,gas,-0.12994389
thoracentesis,test,0.11156584
thoracentesis,count,0.0897243
thoracentesis,kidney,0.0024649815
thoracentesis,panel,0.2287767
thoracentesis,complete,-0.27678898
thoracentesis,coagulation,-0.13598831
thoracentesis,lactic,0.14512041
thoracentesis,glucose,0.108109415
biopsy,protein,0.13307646
biopsy,thyroid,0.29254657
biopsy,lipid,0.05392068
biopsy,acid,-0.064762905
biopsy,bilirubin,0.1320667
biopsy,gas,0.06631028
biopsy,test,0.22593541
biopsy,count,0.27825838
biopsy,kidney,0.21306439
biopsy,panel,0.32083288
biopsy,complete,0.18789443
biopsy,coagulation,0.14773223
biopsy,lactic,-0.07526199
biopsy,glucose,0.11443014
scan,protein,0.047197025
scan,thyroid,0.31853485
scan,lipid,-0.011505992
scan,acid,-0.15659103
scan,bilirubin,0.01533526
scan,gas,0.028593708
scan,test,0.32936352
scan,count,0.29649448
scan,kidney,0.2807839
scan,panel,0.3194233
scan,complete,0.07739828
scan,coagulation,0.27071974
scan,lactic,0.06774577
scan,glucose,0.22972563
colonoscopy,protein,0.1603069
colonoscopy,thyroid,0.27388388
colonoscopy,lipid,0.116814196
colonoscopy,acid,-0.3681561
colonoscopy,bilirubin,0.09425926
colonoscopy,gas,0.0178293
colonoscopy,test,0.29777566
colonoscopy,count,0.024146548
colonoscopy,kidney,0.24619804
colonoscopy,panel,0.13354151
colonoscopy,complete,0.038532883
colonoscopy,coagulation,0.14931148
colonoscopy,lactic,0.05190148
colonoscopy,glucose,0.08593242
